,id,Фамилия1,Имя1,Очество1,Фамилия2,Имя2,Очество2,,,,,,,
220,532339,Мильчаков,Семен,Станиславович,Белопольская,Алла,Юрьевна,,,,Мильчаков,Семен,Станиславович,МильчаковСеменСтаниславович
200,532539,Кармазин,Владислав,Иванович,Бовздоренко,Семен,Степанович,,,,Кармазин,Владислав,Иванович,КармазинВладиславИванович
90,532629,Катигроб,Ринат,Дамирович,Кунец,Семен,Степанович,,,,Катигроб,Ринат,Дамирович,КатигробРинатДамирович
357,532986,Резакова,Валентина,Владиславовна,Панащук,Олег,Ярославович,,,,Резакова,Валентина,Владиславовна,РезаковаВалентинаВладиславовна
329,533315,Куленко,Элина,Аркадьевна,Ящук,Степан,Глебович,,,,Куленко,Элина,Аркадьевна,КуленкоЭлинаАркадьевна
226,533541,Симулин,Евгений,Игоревич,Станев,Владимир,Олегович,,,,Симулин,Евгений,Игоревич,СимулинЕвгенийИгоревич
24,533565,Полежаев,Алексей,Витальевич,Дорожинская,Лилия,Антоновна,,,,Полежаев,Алексей,Витальевич,ПолежаевАлексейВитальевич
1197,534762,Апанасюк,Василий,Андреевич,Тагирова,Виктория,Петровна,,,,Апанасюк,Василий,Андреевич,АпанасюкВасилийАндреевич
173,534935,Самолюк,Алексей,Марселевич,Италинская,Юлия,Маратовна,,,,Самолюк,Алексей,Марселевич,СамолюкАлексейМарселевич
287,535222,Ахромеева,Алина,Ивановна,Старухин,Дамир,Маратович,,,,Ахромеева,Алина,Ивановна,АхромееваАлинаИвановна
38,535260,Фатхутдинова,Надежда,Маратовна,Буко,Руслан,Эдуардович,,,,Фатхутдинова,Надежда,Маратовна,ФатхутдиноваНадеждаМаратовна
211,535471,Ауэзова,Кира,Николаевна,Скрипкин,Герман,Ильич,,,,Ауэзова,Кира,Николаевна,АуэзоваКираНиколаевна
246,535717,Будько,Рамиль,Григорьевич,Роздольская,Диана,Витальевна,,,,Будько,Рамиль,Григорьевич,БудькоРамильГригорьевич
118,535835,Таболин,Виктор,Валерьевич,Дурыгин,Рамиль,Глебович,,,,Таболин,Виктор,Валерьевич,ТаболинВикторВалерьевич
111,535946,Бузыцков,Радик,Валерьевич,Ибадуллаев,Дамир,Максимович,,,,Бузыцков,Радик,Валерьевич,БузыцковРадикВалерьевич
93,536039,Лукьянчиков,Леонид,Кириллович,Ляшенко,Алла,Германовна,,,,Лукьянчиков,Леонид,Кириллович,ЛукьянчиковЛеонидКириллович
50,536089,Пожарский,Юрий,Данилович,Пурихов,Денис,Никитович,,,,Пожарский,Юрий,Данилович,ПожарскийЮрийДанилович
53,536142,Крестовиков,Руслан,Кириллович,Желтонос,Игорь,Игоревич,,,,Крестовиков,Руслан,Кириллович,КрестовиковРусланКириллович
651,536793,Быдаш,Георгий,Юрьевич,Меретьева,Валентина,Семеновна,,,,Быдаш,Георгий,Юрьевич,БыдашГеоргийЮрьевич
88,536881,Спорщиков,Михаил,Леонидович,Карамышева,Полина,Робертовна,,,,Спорщиков,Михаил,Леонидович,СпорщиковМихаилЛеонидович
31,536912,Зехов,Алексей,Ильдарович,Стрельник,Владимир,Артурович,,,,Зехов,Алексей,Ильдарович,ЗеховАлексейИльдарович
367,537279,Тинякова,Олеся,Павловна,Эсамбаева,Ангелина,Ринатовна,,,,Тинякова,Олеся,Павловна,ТиняковаОлесяПавловна
462,537741,Джунковская,Полина,Филипповна,Козачек,Роман,Робертович,,,,Джунковская,Полина,Филипповна,ДжунковскаяПолинаФилипповна
